Underlyin,Maturity,LAST,LX,Net 1hn,AS,BS,Impl Vol,Open.Int,Theo 0rice,Volume,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net 1hn,AS,BS,Impl Vol,Open.Int,Theo 0rice,Volume
1698.9,53,1.15,1,-0.20,114.00,117.00,0.09,5928.00,1.15,510.00,0.75,1,1.55,1,,1800.00,104.20,1,107.70,1,, ,,114.00,114.00,0.13,0.00,105.95,
1698.9,53,, ,,114.00,114.00,0.09,,0.95,,0.55,1,1.35,1,,1805.00,109.00,1,112.50,1,, ,,114.00,114.00,0.13,,110.75,
1698.9,53,0.8,1,-0.90,114.00,114.00,0.09,2.00,0.80,1.00,0.40,1,1.20,1,,1810.00,113.80,1,117.40,1,, ,,114.00,114.00,0.14,,115.60,
1698.9,53,, ,,124.00,114.00,0.09,,0.70,,0.30,1,1.10,1,,1815.00,118.70,1,122.20,1,, ,,114.00,114.00,0.14,,120.45,
1698.9,53,0.6,1,-0.25,124.00,114.00,0.09,32.00,0.60,2.00,0.20,1,1.00,1,,1820.00,123.60,1,127.10,1,, ,,114.00,114.00,0.14,,125.35,
1698.9,53,0.85,1,0.15,124.00,114.00,0.09,7.00,0.50,11.00,0.10,1,0.90,1,,1825.00,128.50,1,132.00,1,, ,,114.00,114.00,0.15,,130.25,
1698.9,53,0.75,1,0.35,124.00,2.00,0.10,4298.00,0.38,3000.00,0.05,1,0.70,1,,1850.00,153.20,1,156.80,1,, ,,114.00,114.00,0.16,0.00,155.00,
1698.9,53,0.4,1,0.10,114.00,0.00,0.11,5752.00,0.28,2000.00,0.00,1,0.55,1,,1875.00,178.10,1,181.60,1,, ,,114.00,114.00,0.18,,179.85,
1698.9,53,0.05,1,-0.20,70.00,9.00,0.11,502.00,0.08,100.00,0.05,1,0.10,1,,1900.00,203.00,1,206.60,1,, ,,114.00,114.00,0.20,,204.80,
1698.9,53,, ,,850.00,0.00,0.11,,0.03,,0.00,1,0.05,1,,1945.00,248.00,1,251.50,1,, ,,114.00,114.00,0.23,,249.75,
1698.9,53,0.1,1,-0.10,850.00,0.00,0.12,5755.00,0.03,2000.00,0.00,1,0.05,1,,1950.00,253.00,1,256.50,1,, ,,114.00,114.00,0.23,,254.75,
1698.9,53,, ,,850.00,0.00,0.12,,0.03,,0.00,1,0.05,1,,1970.00,272.90,1,276.40,1,, ,,114.00,114.00,0.24,,274.65,
1698.9,53,, ,,1050.00,0.00,0.13,,0.03,,0.00,1,0.05,1,,1975.00,277.90,1,281.40,1,, ,,114.00,114.00,0.25,,279.65,
1698.9,53,, ,,650.00,0.00,0.13,,0.03,,0.00,1,0.05,1,,1980.00,282.90,1,286.40,1,, ,,114.00,114.00,0.25,,284.65,
1698.9,53,, ,,20.00,0.00,0.13,,0.03,,0.00,1,0.05,1,,1990.00,292.90,1,296.40,1,, ,,114.00,114.00,0.26,,294.65,
1698.9,53,, ,,20.00,0.00,0.13,,0.03,,0.00,1,0.05,1,,1995.00,297.90,1,301.40,1,, ,,114.00,114.00,0.26,,299.65,
1698.9,53,, ,,850.00,0.00,0.14,,0.03,,0.00,1,0.05,1,,2000.00,302.90,1,306.40,1,, ,,114.00,114.00,0.26,,304.65,
1698.9,70,, ,,128.00,128.00,,,1199.14,,1191.30,1,1193.80,1,,500.00,0.00,1,0.05,1,0.05,1,-0.05,250.00,0.00,0.81,1035.00,0.03,1000.00
1698.9,70,, ,,128.00,25.00,,,1099.19,,1091.50,1,1093.90,1,,600.00,0.00,1,0.05,1,, ,,250.00,0.00,0.69,,0.03,
1698.9,70,, ,,128.00,128.00,,,1049.22,,1041.50,1,1043.90,1,,650.00,0.00,1,0.05,1,, ,,250.00,0.00,0.64,,0.03,
1698.9,70,, ,,128.00,25.00,,,999.24,,991.60,1,994.00,1,,700.00,0.00,1,0.05,1,, ,,100.00,0.00,0.59,,0.03,
1698.9,70,, ,,128.00,25.00,,,974.25,,966.60,1,969.00,1,,725.00,0.00,1,0.05,1,, ,,100.00,0.00,0.57,,0.03,
1698.9,70,, ,,128.00,128.00,,,949.26,,941.60,1,944.10,1,,750.00,0.00,1,0.05,1,, ,,100.00,0.00,0.55,,0.03,
1698.9,70,, ,,128.00,128.00,,,924.28,,916.60,1,919.10,1,,775.00,0.00,1,0.10,1,, ,,125.00,0.00,0.56,,0.05,
1698.9,70,, ,,128.00,25.00,,,899.29,,891.70,1,894.10,1,,800.00,0.00,1,0.05,1,0.10,1,0.00,25.00,0.00,0.51,250.00,0.03,60.00
1698.9,70,, ,,128.00,25.00,,,874.30,,866.70,1,869.10,1,,825.00,0.00,1,0.35,1,0.05,1,,25.00,0.00,0.57,25.00,0.18,25.00
1698.9,70,, ,,128.00,128.00,,,849.31,,841.70,1,844.20,1,,850.00,0.00,1,0.35,1,0.05,1,,25.00,0.00,0.55,30.00,0.18,30.00
1698.9,70,, ,,128.00,128.00,,,824.33,,816.70,1,819.20,1,,875.00,0.00,1,0.10,1,0.05,1,,50.00,0.00,0.47,5.00,0.05,5.00
1698.9,70,, ,,128.00,25.00,,,799.34,,791.80,1,794.20,1,,900.00,0.00,1,0.10,1,0.05,1,-0.70,50.00,0.00,0.45,25.00,0.05,10.00
1698.9,70,, ,,128.00,25.00,,,774.35,,766.80,1,769.20,1,,925.00,0.00,1,0.10,1,0.05,1,,50.00,0.00,0.44,300.00,0.05,430.00
1698.9,70,, ,,128.00,128.00,,,749.36,,741.80,1,744.30,1,,950.00,0.00,1,0.35,1,0.05,1,,25.00,0.00,0.47,130.00,0.18,130.00
1698.9,70,, ,,128.00,128.00,,,724.37,,716.80,1,719.30,1,,975.00,0.00,1,0.35,1,0.28,1,,25.00,0.00,0.45,3.00,0.18,3.00
1698.9,70,683.6,1,,128.00,25.00,,8.00,699.39,8.00,691.90,1,694.30,1,,1000.00,0.00,1,0.10,1,0.20,1,-0.03,225.00,0.00,0.38,379.00,0.05,5.00
1698.9,70,, ,,128.00,25.00,,,674.40,,666.90,1,669.30,1,,1025.00,0.05,1,0.10,1,0.05,1,-0.10,1.00,39.00,0.38,68.00,0.08,25.00
1698.9,70,, ,,128.00,128.00,,,669.40,,661.90,1,664.40,1,,1030.00,0.00,1,0.35,1,, ,,25.00,0.00,0.40,,0.18,
1698.9,70,, ,,128.00,128.00,,,659.41,,651.90,1,654.40,1,,1040.00,0.00,1,0.35,1,, ,,25.00,0.00,0.40,,0.18,
1698.9,70,, ,,128.00,128.00,,,649.41,,641.90,1,644.40,1,,1050.00,0.00,1,0.10,1,0.20,1,-0.15,1.00,0.00,0.35,14.00,0.05,1.00
1698.9,70,, ,,128.00,128.00,,,639.42,,631.90,1,634.40,1,,1060.00,0.00,1,0.10,1,0.20,1,-0.20,1.00,0.00,0.34,12.00,0.05,1.00
1698.9,70,, ,,128.00,25.00,,,629.42,,622.00,1,624.40,1,,1070.00,0.00,1,0.35,1,, ,,25.00,0.00,0.38,,0.18,
1698.9,70,, ,,128.00,25.00,,,624.42,,617.00,1,619.40,1,,1075.00,0.00,1,0.10,1,0.10,1,-0.05,1.00,0.00,0.33,26.00,0.05,1.00
1698.9,70,, ,,128.00,25.00,,,619.42,,612.00,1,614.40,1,,1080.00,0.00,1,0.10,1,0.25,1,-0.43,1.00,0.00,0.33,11.00,0.05,2.00
1698.9,70,, ,,128.00,128.00,,,609.43,,601.90,1,604.50,1,,1090.00,0.00,1,0.40,1,, ,,25.00,0.00,0.37,,0.20,
1698.9,70,, ,,128.00,128.00,,,599.43,,592.00,1,594.50,1,,1100.00,0.05,1,0.10,1,0.20,1,0.10,1.00,500.00,0.33,143.00,0.08,70.00
1698.9,70,, ,,128.00,128.00,,,589.44,,582.00,1,584.50,1,,1110.00,0.00,1,0.40,1,, ,,25.00,0.00,0.35,,0.20,
1698.9,70,, ,,128.00,25.00,,,579.44,,572.10,1,574.50,1,,1120.00,0.00,1,0.15,1,0.35,1,-0.30,1.00,0.00,0.32,12.00,0.08,4.00
1698.9,70,, ,,128.00,25.00,,,574.45,,567.10,1,569.50,1,,1125.00,0.00,1,0.15,1,0.25,1,-0.15,1.00,0.00,0.31,13.00,0.08,1.00
1698.9,70,, ,,128.00,25.00,,,569.45,,562.10,1,564.50,1,,1130.00,0.00,1,0.40,1,, ,,25.00,0.00,0.34,,0.20,
1698.9,70,, ,,128.00,25.00,,,559.45,,552.10,1,554.60,1,,1140.00,0.00,1,0.15,1,0.45,1,0.00,1.00,0.00,0.30,12.00,0.08,1.00
1698.9,70,, ,,128.00,128.00,,,549.46,,542.10,1,544.60,1,,1150.00,0.10,1,0.20,1,0.10,1,-0.05,1.00,15.00,0.32,90.00,0.15,5.00
1698.9,70,, ,,128.00,128.00,,,539.46,,532.10,1,534.60,1,,1160.00,0.00,1,0.20,1,0.30,1,-0.25,1.00,0.00,0.30,12.00,0.10,1.00
1698.9,70,, ,,128.00,25.00,,,529.47,,522.20,1,524.70,1,,1170.00,0.00,1,0.35,1,0.20,1,-0.05,45.00,0.00,0.31,16.00,0.18,15.00
1698.9,70,, ,,128.00,25.00,,,524.47,,517.20,1,519.70,1,,1175.00,0.10,1,0.20,1,0.25,1,0.00,1.00,50.00,0.30,1580.00,0.15,5.00
1698.9,70,, ,,128.00,128.00,,,519.47,,512.20,1,514.70,1,,1180.00,0.00,1,0.20,1,0.25,1,-0.15,1.00,0.00,0.29,13.00,0.10,1.00
1698.9,70,, ,,128.00,128.00,,,509.48,,502.20,1,504.70,1,,1190.00,0.00,1,0.50,1,0.24,1,-0.02,25.00,0.00,0.31,7.00,0.25,1.00
1698.9,70,486,1,,128.00,25.00,,1.00,499.48,1.00,492.30,1,494.80,1,,1200.00,0.15,1,0.25,1,0.20,1,-0.05,1.00,1.00,0.29,6723.00,0.20,6.00
1698.9,70,, ,,128.00,128.00,,,489.49,,482.30,1,484.80,1,,1210.00,0.00,1,0.55,1,0.26,1,-0.03,25.00,0.00,0.30,7.00,0.28,1.00
1698.9,70,, ,,128.00,128.00,,,479.49,,472.30,1,474.80,1,,1220.00,0.00,1,0.25,1,0.30,1,0.10,1.00,0.00,0.27,26.00,0.12,1.00
1698.9,70,, ,,128.00,25.00,,,474.50,,467.40,1,469.90,1,,1225.00,0.00,1,0.25,1,0.35,1,0.15,1.00,0.00,0.26,4200.00,0.13,54.00
1698.9,70,, ,,128.00,25.00,,,469.50,,462.40,1,464.90,1,,1230.00,0.00,1,0.35,1,0.25,1,-0.25,1.00,0.00,0.27,5019.00,0.18,5000.00
1698.9,70,, ,,128.00,128.00,,,459.50,,452.40,1,454.90,1,,1240.00,0.00,1,0.35,1,0.45,1,0.20,1.00,0.00,0.26,26.00,0.18,1.00
1698.9,70,313,1,,128.00,25.00,,4.00,449.51,4.00,442.50,1,445.00,1,,1250.00,0.25,1,0.45,1,0.45,1,0.15,1.00,1.00,0.28,6791.00,0.35,1.00
1698.9,70,, ,,128.00,128.00,,,439.51,,432.50,1,435.00,1,,1260.00,0.05,1,0.45,1,0.50,1,0.20,1.00,25.00,0.26,232.00,0.25,1.00
1698.9,70,, ,,128.00,25.00,,,429.52,,422.60,1,425.10,1,,1270.00,0.10,1,0.45,1,0.55,1,0.20,1.00,25.00,0.26,657.00,0.28,1.00
1698.9,70,, ,,128.00,25.00,,,424.52,,417.60,1,420.10,1,,1275.00,0.30,1,0.45,1,0.55,1,0.20,1.00,1.00,0.26,10641.00,0.38,3.00
1698.9,70,, ,,128.00,128.00,,,419.52,,412.60,1,415.20,1,,1280.00,0.10,1,0.80,1,0.45,1,0.10,25.00,25.00,0.27,954.00,0.45,1.00
1698.9,70,, ,,128.00,25.00,,,409.53,,402.70,1,405.20,1,,1290.00,0.20,1,0.55,1,0.65,1,0.25,1.00,25.00,0.25,76.00,0.38,51.00
1698.9,70,385,1,71.00,128.00,128.00,,6.00,399.53,1.00,392.70,1,395.30,1,,1300.00,0.50,1,0.65,1,0.55,1,-0.10,45.00,185.00,0.26,22279.00,0.58,251.00
1698.9,70,, ,,128.00,128.00,,,389.54,,382.80,1,385.40,1,,1310.00,0.30,1,0.75,1,0.75,1,0.25,1.00,25.00,0.25,76.00,0.53,51.00
1698.9,70,, ,,128.00,25.00,,,379.54,,372.90,1,375.50,1,,1320.00,0.40,1,0.80,1,0.80,1,0.25,1.00,25.00,0.25,46.00,0.60,1.00
1698.9,70,, ,,128.00,128.00,,,374.54,,367.90,1,370.50,1,,1325.00,0.40,1,0.80,1,0.85,1,0.25,1.00,25.00,0.25,15352.00,0.60,651.00
1698.9,70,, ,,128.00,25.00,,,369.55,,363.00,1,365.60,1,,1330.00,0.45,1,0.80,1,0.85,1,0.00,1.00,25.00,0.24,35.00,0.63,2.00
1698.9,70,, ,,128.00,25.00,,,359.55,,353.10,1,355.70,1,,1340.00,0.70,1,0.95,1,0.85,1,-0.15,125.00,1025.00,0.25,15614.00,0.83,404.00
1698.9,70,341.2,1,9.20,128.00,128.00,,11.00,349.56,10.00,343.10,1,345.80,1,,1350.00,0.65,1,1.00,1,1.05,1,0.10,1.00,25.00,0.24,9501.00,0.83,3.00
1698.9,70,, ,,128.00,128.00,,,339.56,,333.20,1,335.90,1,,1360.00,0.75,1,1.10,1,1.20,1,0.30,1.00,25.00,0.24,95.00,0.93,3.00
1698.9,70,, ,,128.00,128.00,,,329.57,,323.30,1,326.10,1,,1370.00,0.85,1,1.50,1,1.15,1,-0.01,25.00,25.00,0.24,17.00,1.17,4.00
1698.9,70,320,1,8.00,128.00,128.00,,3210.00,324.57,2500.00,318.40,1,321.10,1,,1375.00,1.15,1,1.25,1,1.20,1,-0.05,3.00,1.00,0.24,13394.00,1.20,208.00
1698.9,70,, ,,128.00,25.00,,,319.57,,313.50,1,316.20,1,,1380.00,0.95,1,1.35,1,1.35,1,-0.30,1.00,25.00,0.23,25.00,1.15,13.00
1698.9,70,, ,,128.00,128.00,,,309.58,,303.60,1,306.40,1,,1390.00,1.10,1,1.65,1,1.65,1,0.20,1.00,25.00,0.23,31.00,1.37,5.00
1698.9,70,283.4,1,-9.65,128.00,25.00,,714.00,299.58,1.00,293.80,1,296.50,1,,1400.00,1.25,1,1.70,1,1.80,1,-0.20,1.00,25.00,0.23,18908.00,1.47,510.00
1698.9,70,, ,,128.00,128.00,,,289.59,,283.90,1,286.70,1,,1410.00,1.40,1,1.90,1,1.95,1,-0.05,1.00,25.00,0.22,127.00,1.65,4.00
1698.9,70,, ,,128.00,128.00,,,279.59,,274.10,1,276.90,1,,1420.00,1.60,1,2.30,1,3.90,1,-0.70,25.00,25.00,0.22,1105.00,1.95,1.00
1698.9,70,224,1,,128.00,128.00,,200.00,274.59,200.00,269.20,1,272.00,1,,1425.00,1.65,1,2.40,1,1.95,1,-0.50,25.00,25.00,0.22,9331.00,2.02,800.00
1698.9,70,, ,,128.00,128.00,,,269.59,,264.30,1,267.20,1,,1430.00,1.75,1,2.50,1,2.10,1,-1.20,25.00,25.00,0.22,19.00,2.12,1.00
1698.9,70,, ,,128.00,128.00,,,259.60,,254.50,1,257.40,1,,1440.00,1.95,1,2.75,1,3.00,1,1.00,25.00,25.00,0.21,4989.00,2.35,1000.00
1698.9,70,238,1,37.00,128.00,25.00,,204.00,249.60,4.00,244.80,1,247.70,1,,1450.00,2.20,1,3.10,1,2.75,1,-0.75,25.00,25.00,0.21,5702.00,2.65,220.00
1698.9,70,, ,,128.00,25.00,,,239.61,,235.10,1,238.00,1,,1460.00,2.45,1,3.40,1,3.00,1,0.10,25.00,25.00,0.21,23.00,2.93,3007.00
1698.9,70,216.35,1,30.00,128.00,25.00,,3.00,229.61,1.00,225.40,1,228.30,1,,1470.00,2.70,1,3.70,1,3.50,1,-1.70,25.00,128.00,0.20,8.00,3.20,4.00
1698.9,70,222,1,7.00,128.00,25.00,,6709.00,224.62,5000.00,220.60,1,223.50,1,,1475.00,2.85,1,3.90,1,3.20,1,-0.80,128.00,128.00,0.20,34288.00,3.38,200.00
1698.9,70,191.08,1,15.33,128.00,128.00,,2.00,219.62,1.00,215.70,1,218.70,1,,1480.00,3.00,1,4.10,1,4.20,1,-0.35,128.00,128.00,0.20,5335.00,3.55,502.00
1698.9,70,, ,,128.00,128.00,,,209.62,,206.10,1,209.10,1,,1490.00,3.40,1,4.50,1,3.95,1,0.55,128.00,128.00,0.20,2385.00,3.95,1.00
1698.9,70,198.25,1,-4.65,128.00,25.00,,1207.00,199.63,1.00,196.60,1,199.60,1,,1500.00,4.10,1,5.00,1,5.15,1,0.20,25.00,7.00,0.20,26512.00,4.55,373.00
1698.9,70,177.98,1,2.98,128.00,25.00,,21.00,189.63,5.00,187.10,1,190.10,1,,1510.00,4.30,1,5.50,1,4.95,1,-1.70,128.00,128.00,0.19,8576.00,4.90,631.00
1698.9,70,183.07,1,11.27,128.00,128.00,,2.00,179.64,2.00,177.60,1,180.70,1,,1520.00,4.90,1,6.20,1,7.35,1,1.50,128.00,128.00,0.19,625.00,5.55,216.00
1698.9,70,164,1,-0.13,128.00,128.00,,9.00,174.64,1.00,172.90,1,176.00,1,,1525.00,5.30,1,6.50,1,5.70,1,-0.75,128.00,128.00,0.19,11440.00,5.90,443.00
1698.9,70,151,1,-18.50,128.00,25.00,0.10,4.00,169.80,2.00,168.30,1,171.30,1,,1530.00,5.60,1,6.80,1,6.40,1,-1.70,128.00,128.00,0.19,513.00,6.20,2753.00
1698.9,70,164.25,1,9.55,128.00,128.00,0.12,2.00,160.50,1.00,159.00,1,162.00,1,,1540.00,6.20,1,7.60,1,6.70,1,-1.23,128.00,128.00,0.18,10357.00,6.90,2018.00
1698.9,70,144.5,1,3.50,128.00,128.00,0.13,307.00,151.50,1.00,150.00,1,153.00,1,,1550.00,6.90,1,8.40,1,7.00,1,-1.67,128.00,128.00,0.18,29711.00,7.65,1181.00
1698.9,70,146.35,1,19.35,128.00,128.00,0.13,1.00,142.20,2.00,140.70,1,143.70,1,,1560.00,7.80,1,9.30,1,9.93,1,1.23,128.00,128.00,0.18,8796.00,8.55,6.00
1698.9,70,136.98,1,13.13,128.00,128.00,0.13,1.00,133.40,1.00,131.90,1,134.90,1,,1570.00,8.80,1,10.30,1,9.61,1,1.41,128.00,128.00,0.17,105.00,9.55,46.00
1698.9,70,128.4,1,5.30,128.00,128.00,0.13,3168.00,128.90,2500.00,127.40,1,130.40,1,,1575.00,9.40,1,10.90,1,9.70,1,-1.50,128.00,128.00,0.17,11527.00,10.15,120.00
1698.9,70,113.5,1,3.45,128.00,128.00,0.13,33.00,124.50,10.00,123.00,1,126.00,1,,1580.00,9.80,1,11.40,1,10.40,1,-2.20,128.00,128.00,0.17,603.00,10.60,57.00
1698.9,70,122.15,1,,128.00,128.00,0.13,50.00,115.55,50.00,114.10,1,117.00,1,,1590.00,11.00,1,12.70,1,11.00,1,-4.06,128.00,128.00,0.17,8322.00,11.85,179.00
1698.9,70,106.4,1,-7.30,38.00,38.00,0.13,2360.00,106.75,1.00,105.80,1,107.70,1,,1600.00,12.50,1,13.80,1,13.05,1,-2.40,38.00,192.00,0.16,28912.00,13.15,263.00
1698.9,70,, ,,38.00,38.00,0.13,,98.30,,97.30,1,99.30,1,,1610.00,14.10,1,15.30,1,14.20,1,-3.18,38.00,38.00,0.16,17199.00,14.70,40.00
1698.9,70,89.55,1,2.35,38.00,38.00,0.13,131.00,90.15,10.00,89.10,1,91.20,1,,1620.00,15.80,1,17.10,1,16.20,1,-1.50,38.00,38.00,0.16,4238.00,16.45,50.00
1698.9,70,86.9,1,3.60,38.00,38.00,0.13,5557.00,86.05,2.00,85.00,1,87.10,1,,1625.00,16.70,1,18.00,1,17.10,1,-2.50,38.00,38.00,0.15,21626.00,17.35,296.00
1698.9,70,77.1,1,19.80,38.00,141.00,0.13,11.00,82.05,1.00,81.00,1,83.10,1,,1630.00,17.70,1,18.90,1,21.24,1,2.14,38.00,38.00,0.15,911.00,18.30,4.00
1698.9,70,79.3,1,12.62,38.00,38.00,0.13,12277.00,74.30,6.00,73.40,1,75.20,1,,1640.00,19.80,1,21.20,1,23.65,1,3.00,38.00,38.00,0.15,717.00,20.50,54.00
1698.9,70,75.5,1,,38.00,38.00,0.13,1.00,70.50,1.00,69.60,1,71.40,1,,1645.00,21.00,1,22.40,1,22.80,1,,38.00,38.00,0.15,1.00,21.70,1.00
1698.9,70,66.75,1,7.57,38.00,192.00,0.12,3255.00,66.60,11.00,65.60,1,67.60,1,,1650.00,22.30,1,23.70,1,23.00,1,-2.40,38.00,38.00,0.15,13367.00,23.00,360.00
1698.9,70,58.04,1,5.69,38.00,192.00,0.12,125.00,59.30,14.00,58.30,1,60.30,1,,1660.00,24.90,1,26.50,1,26.40,1,-1.95,192.00,38.00,0.14,1901.00,25.70,1.00
1698.9,70,49.14,1,,38.00,38.00,0.12,12185.00,55.90,12185.00,55.10,1,56.70,1,,1665.00,26.30,1,27.90,1,30.50,1,1.85,38.00,38.00,0.14,18.00,27.10,25.00
1698.9,70,48,1,-0.40,38.00,38.00,0.12,129.00,52.40,16.00,51.60,1,53.20,1,,1670.00,27.80,1,29.50,1,28.32,1,-3.48,89.00,38.00,0.14,674.00,28.65,1.00
1698.9,70,46.7,1,1.30,38.00,38.00,0.12,5795.00,49.05,7.00,48.30,1,49.80,1,,1675.00,29.60,1,31.20,1,29.60,1,-4.80,192.00,38.00,0.14,13167.00,30.39,1504.00
1698.9,70,45.52,1,3.27,38.00,38.00,0.12,788.00,45.69,1.00,44.90,1,46.50,1,,1680.00,31.30,1,32.90,1,31.60,1,-3.70,89.00,38.00,0.14,12821.00,32.09,214.00
1698.9,70,39.75,1,3.70,38.00,38.00,0.12,2313.00,39.45,61.00,38.70,1,40.20,1,,1690.00,35.00,1,36.60,1,34.80,1,-5.15,38.00,38.00,0.14,1485.00,35.79,239.00
1698.9,70,33.5,1,3.15,38.00,38.00,0.11,19621.00,33.60,290.00,32.90,1,34.30,1,,1700.00,39.10,1,40.90,1,39.90,1,-8.40,180.00,38.00,0.13,16213.00,40.00,43.00
1698.9,70,28.43,1,2.68,38.00,38.00,0.11,1455.00,28.30,12.00,27.70,1,28.90,1,,1710.00,43.50,1,45.60,1,44.05,1,-8.95,192.00,38.00,0.13,187.00,44.55,10.00
1698.9,70,23.4,1,2.75,38.00,38.00,0.11,598.00,23.40,2.00,22.80,1,24.00,1,,1720.00,48.60,1,50.50,1,46.15,1,-2.25,192.00,38.00,0.13,86.00,49.54,57.00
1698.9,70,20.2,1,1.35,38.00,38.00,0.11,17092.00,21.15,1503.00,20.60,1,21.70,1,,1725.00,51.30,1,53.30,1,51.60,1,-3.10,192.00,38.00,0.13,1627.00,52.30,10.00
1698.9,70,18.51,1,1.66,38.00,38.00,0.11,1528.00,19.00,6.00,18.40,1,19.60,1,,1730.00,54.20,1,56.20,1,61.40,1,-2.10,192.00,38.00,0.13,0.00,55.20,32.00
1698.9,70,14.63,1,1.30,38.00,38.00,0.10,531.00,15.15,6.00,14.60,1,15.70,1,,1740.00,60.40,1,62.40,1,64.35,1,7.40,141.00,38.00,0.13,170.00,61.40,130.00
1698.9,70,12,1,1.60,38.00,38.00,0.10,30602.00,11.80,351.00,11.30,1,12.30,1,,1750.00,67.10,1,69.10,1,75.05,1,-1.10,141.00,38.00,0.12,3717.00,68.10,8.00
1698.9,70,7.95,1,-1.30,128.00,128.00,0.10,1541.00,9.20,31.00,8.60,1,9.80,1,,1760.00,73.70,1,76.40,1,92.41,1,4.16,128.00,128.00,0.12,15.00,75.05,15.00
1698.9,70,6,1,-1.05,128.00,128.00,0.10,10327.00,6.95,194.00,6.40,1,7.50,1,,1770.00,81.50,1,84.20,1,97.50,1,,128.00,128.00,0.12,15.00,82.85,30.00
1698.9,70,6.05,1,0.80,128.00,25.00,0.10,9777.00,6.00,24.00,5.50,1,6.50,1,,1775.00,85.70,1,88.40,1,110.45,1,-62.22,25.00,128.00,0.13,2.00,87.05,2.00
1698.9,70,5,1,0.40,128.00,25.00,0.10,4183.00,5.15,19.00,4.70,1,5.60,1,,1780.00,89.90,1,92.60,1,93.80,1,1.00,128.00,128.00,0.13,3.00,91.25,1.00
1698.9,70,3.75,1,0.45,128.00,25.00,0.10,455.00,3.85,3.00,3.40,1,4.30,1,,1790.00,98.50,1,101.20,1,113.11,1,,25.00,128.00,0.13,3.00,99.85,3.00
1698.9,70,2.85,1,0.25,25.00,25.00,0.09,4490.00,2.83,18.00,2.45,1,3.20,1,,1800.00,107.50,1,110.20,1,124.70,1,2.79,128.00,128.00,0.13,7.00,108.85,4.00
1698.9,70,2.05,1,0.26,35.00,25.00,0.09,4496.00,2.08,2.00,1.75,1,2.40,1,,1810.00,116.80,1,119.40,1,165.30,1,,25.00,128.00,0.14,100.00,118.10,100.00
1698.9,70,1.23,1,-0.87,35.00,25.00,0.09,74.00,1.53,24.00,1.20,1,1.85,1,,1820.00,126.20,1,128.80,1,, ,,25.00,128.00,0.14,,127.50,
1698.9,70,1.15,1,-0.05,35.00,25.00,0.09,12939.00,1.33,10.00,1.00,1,1.65,1,,1825.00,131.00,1,133.60,1,144.20,1,-7.80,25.00,128.00,0.14,2510.00,132.30,10.00
1698.9,70,1.05,1,-0.35,35.00,25.00,0.10,3353.00,1.18,2.00,0.85,1,1.50,1,,1830.00,135.80,1,138.50,1,, ,,128.00,128.00,0.15,,137.15,
1698.9,70,0.8,1,-0.19,25.00,25.00,0.10,4470.00,0.88,1.00,0.55,1,1.20,1,,1840.00,145.60,1,148.20,1,, ,,128.00,128.00,0.15,,146.90,
1698.9,70,0.7,1,-0.35,25.00,25.00,0.10,4535.00,0.68,18.00,0.35,1,1.00,1,,1850.00,155.40,1,158.00,1,292.00,1,,128.00,128.00,0.16,4.00,156.70,4.00
1698.9,70,, ,,35.00,35.00,0.10,,0.53,,0.20,1,0.85,1,,1860.00,165.30,1,167.80,1,, ,,25.00,128.00,0.16,,166.55,
1698.9,70,, ,,25.00,25.00,0.10,,0.43,,0.10,1,0.75,1,,1870.00,175.20,1,177.70,1,, ,,128.00,128.00,0.17,,176.45,
1698.9,70,0.55,1,-0.45,25.00,25.00,0.10,1910.00,0.40,10.00,0.05,1,0.75,1,,1875.00,180.10,1,182.60,1,, ,,25.00,128.00,0.17,,181.35,
1698.9,70,, ,,25.00,25.00,0.10,,0.38,,0.05,1,0.70,1,,1880.00,185.10,1,187.60,1,, ,,25.00,128.00,0.17,,186.35,
1698.9,70,, ,,25.00,0.00,0.11,,0.33,,0.00,1,0.65,1,,1890.00,195.00,1,197.50,1,, ,,25.00,128.00,0.18,,196.25,
1698.9,70,0.4,1,0.00,1.00,225.00,0.11,1530.00,0.28,12.00,0.10,1,0.45,1,,1900.00,205.00,1,207.50,1,292.00,1,,128.00,128.00,0.19,5.00,206.25,5.00
1698.9,70,0.2,1,-0.05,25.00,35.00,0.13,19725.00,0.30,12.00,0.10,1,0.50,1,,1950.00,254.80,1,257.30,1,, ,,128.00,128.00,0.22,,256.05,
1698.9,70,0.1,1,,100.00,35.00,0.13,15.00,0.10,15.00,0.05,1,0.15,1,,2000.00,304.70,1,307.20,1,, ,,128.00,128.00,0.25,,305.95,
1698.9,70,, ,,20.00,0.00,0.15,,0.03,,0.00,1,0.05,1,,2100.00,404.60,1,407.00,1,, ,,25.00,128.00,0.30,,405.80,
1698.9,98,, ,,128.00,128.00,,,1199.24,,1188.30,1,1190.80,1,,500.00,0.00,1,0.35,1,, ,,25.00,0.00,0.80,,0.18,
1698.9,98,, ,,128.00,25.00,,,1099.31,,1088.50,1,1090.90,1,,600.00,0.00,1,0.35,1,, ,,25.00,0.00,0.68,,0.18,
1698.9,98,, ,,128.00,128.00,,,999.37,,988.60,1,991.10,1,,700.00,0.00,1,0.35,1,, ,,25.00,0.00,0.59,,0.18,
